index,업태구분명,사업장명,소재지전체주소,좌표정보(x),좌표정보(y),인허가일자,시설총규모
7710,뷔페식,주현출장부페,강원특별자치도 춘천시 석사동 646 (1층),265224.834156026,484432.253221321,2004-05-25,72.4
7711,식육(숯불구이),강촌역닭갈비,강원특별자치도 춘천시 남산면 강촌리 362-6,255538.076898765,478406.077977027,2005-03-23,87.3
7712,한식,유우동,강원특별자치도 춘천시 효자동 767-21,265212.334174372,485913.165254877,2005-03-25,52.0
7713,일식,해마,강원특별자치도 춘천시 후평동 742-1,265991.067130792,487444.108790013,2005-04-04,124.1
7714,식육(숯불구이),꽃등심삼겹살,강원특별자치도 춘천시 석사동 734-2 (1층),266254.663410562,485160.566720368,2010-04-05,104.34
7715,식육(숯불구이),황가네,강원특별자치도 춘천시 퇴계동 875-6 (1층),263657.746974947,484735.135751866,2010-04-09,128.88
7716,호프/통닭,프라하,강원특별자치도 춘천시 효자동 20-13 (지하1층),265326.700479273,486044.061837446,2010-11-12,85.2
7717,한식,와송칼국수,강원특별자치도 춘천시 중앙로3가 60-3 1층,263658.817065208,486313.473703193,2010-11-12,36.36
7718,한식,송암카페테리아(행복이벤트),"강원특별자치도 춘천시 송암동 산44 외23필지(2층, 3층)",,,2010-11-15,622.74
7719,한식,부녀식당,강원특별자치도 춘천시 죽림동 11-90,263760.807890419,486366.032840389,2010-11-16,15.12
7720,식육(숯불구이),토담숯불닭갈비,강원특별자치도 춘천시 신북읍 천전리 90-12,268773.487057731,492155.066980159,2010-11-17,138.1
7721,한식,만두맛집,강원특별자치도 춘천시 온의동 148-1 외29필지(상가11동76호점),263201.527430602,485129.434123082,2010-11-19,16.2
7722,한식,동해막국수,강원특별자치도 춘천시 신동면 정족리 612,264554.81284845,482374.506532956,2010-11-24,59.7
7723,한식,고신,강원특별자치도 춘천시 효자동 325-7,264744.790372812,484893.863565142,2004-06-25,70.4
7724,호프/통닭,휴정,강원특별자치도 춘천시 석사동 651-21 (1층),265088.169400055,484399.340312406,2004-06-30,26.4
7725,한식,가마솥해장국,강원특별자치도 춘천시 교동 154,265026.900622123,487014.432490734,2005-04-26,52.64
7726,한식,효자황태구이,강원특별자치도 춘천시 효자동 705-18 (1~2층),264265.044813074,485071.763447645,2005-04-28,165.9
7727,한식,시실리,강원특별자치도 춘천시 퇴계동 1153-2,263752.369713919,485124.942357604,2003-01-08,40.5
7728,한식,맛드림도시락(춘천시니어클럽),강원특별자치도 춘천시 후평동 854-8,265260.152452193,487039.485437253,2003-01-17,103.81
7729,한식,평창손왕정,강원특별자치도 춘천시 퇴계동 1144-7,263953.272630223,485032.491816032,2003-01-21,129.6
7730,식육(숯불구이),불발탄,강원특별자치도 춘천시 퇴계동 79 춘천퇴계타운122호,264855.838698284,483301.263496797,2007-12-05,25.2
7731,호프/통닭,맘스터치강대효자점,강원특별자치도 춘천시 효자동 632-27,265527.587025044,485819.655368008,2010-12-20,103.5
7732,정종/대포집/소주방,공동주택,강원특별자치도 춘천시 석사동 736-21,266168.455588157,485214.032453874,2010-12-22,83.16
7733,기타,휴먼시아스크린휴게실,강원특별자치도 춘천시 퇴계동 1081 (5층),264380.513820218,484665.016503233,2011-08-29,6.6
7734,한식,스타트하우스식당,강원특별자치도 춘천시 남산면 수동리 산 192,259416.598790281,474123.09682255,2011-08-29,305.2
7735,식육(숯불구이),주상갈비,강원특별자치도 춘천시 동내면 거두리 931-1,266053.123232477,483837.490977581,2007-03-15,114.0
7736,분식,영은네두미르김밥나라,강원특별자치도 춘천시 우두동 742-1,263855.784005587,489030.794908325,2007-03-16,86.25
7737,식육(숯불구이),오필승닭발본사직영점,강원특별자치도 춘천시 석사동 911-3 (1층),265933.583300993,483302.640235968,2007-03-23,117.0
7738,한식,엄마손감자탕,강원특별자치도 춘천시 퇴계동 1153-3,263773.313375455,485110.687257696,2007-11-30,79.8
7739,통닭(치킨),쭈노치킨,강원특별자치도 춘천시 후평동 93-56,266087.445610061,486921.436572995,2005-07-25,24.92
7740,분식,원조짱구,강원특별자치도 춘천시 퇴계동 86-2 1층,264803.069068237,483331.23976704,2005-07-26,31.5
7741,탕류(보신용),호반한우소갈비살,강원특별자치도 춘천시 퇴계동 968-8,264805.433672517,484427.941524974,2005-07-27,167.88
7742,한식,정현도토리임자탕,강원특별자치도 춘천시 동내면 거두리 962-2,266333.073217033,483681.344628631,2005-07-27,100.23
7743,분식,보영이네해물칼국수(별관),"강원특별자치도 춘천시 효자동 697-1 (2동,  1층)",264066.854558036,485268.587347879,2006-04-18,96.0
7744,패스트푸드,59쌀피자,강원특별자치도 춘천시 우두동 707-35,264363.436931186,488796.109066363,2006-04-18,43.92
7745,한식,춘천푸주옥(거두점),강원특별자치도 춘천시 동내면 거두리 667-5,266801.340992067,484446.02074583,2004-03-19,181.82
7746,한식,인생건어물 춘천스무숲점,강원특별자치도 춘천시 석사동 927-4 (1층),266021.014049569,483165.596341428,2004-03-20,80.19
7747,호프/통닭,청춘호프,강원특별자치도 춘천시 후평동 727-3,265796.895917756,486928.910532781,2004-12-21,46.2
7748,한식,둥근닭갈비막국수닭보쌈,강원특별자치도 춘천시 동내면 거두리 983-10,266336.115,483469.220000001,2004-12-22,126.08
7749,정종/대포집/소주방,이층포차,강원특별자치도 춘천시 후평동 457-5,265976.466868199,486712.850048328,2004-12-22,69.49
7750,통닭(치킨),호식이두마리치킨(석사점),강원특별자치도 춘천시 석사동 654-3 (1층),265087.660778763,484348.236767415,2010-10-01,34.0
7751,까페,파코도노,강원특별자치도 춘천시 신동 970-1,263024.850008181,492638.896074952,2010-10-04,86.64
7752,호프/통닭,오돌이닭발,강원특별자치도 춘천시 석사동 741-8,266080.743672086,485113.682022894,2010-10-04,105.2
7753,식육(숯불구이),용권네한우곱창,강원특별자치도 춘천시 후평동 716-10,265322.758090699,487519.925090459,2010-10-11,100.82
7754,분식,25시김밥,강원특별자치도 춘천시 퇴계동 945 (퇴계금호타운@상가1층3호),264821.013871032,483196.394695827,2005-01-24,21.6
7755,한식,경강손두부,강원특별자치도 춘천시 남산면 서천리 256-2,248111.836604476,482371.028148201,2005-01-26,249.54
7756,한식,유정손만두,강원특별자치도 춘천시 신동면 증리 938-19,262948.502298603,479775.547530502,2005-01-27,98.0
7757,한식,유봉해물찜,강원특별자치도 춘천시 퇴계동 1166-9 1층,264012.975,484830.47,2005-01-28,145.12
7758,라이브카페,마이웨이,강원특별자치도 춘천시 퇴계동 593-17 (지하1층),263793.027929643,484659.328683622,2010-03-15,121.05
7759,분식,좋은친구들,강원특별자치도 춘천시 후평동 67-83,265885.554406942,486358.072898448,2010-10-28,25.97
7760,호프/통닭,가르텐보리정원신사우점,강원특별자치도 춘천시 우두동 1063-4,264109.574612526,488765.9873178,2010-10-29,123.12
7761,기타,홍천메밀부침,강원특별자치도 춘천시 온의동 29-3 풍물시장,263022.696768823,485280.150631317,2010-10-29,16.2
7762,호프/통닭,코리엔탈깻잎두마리치킨춘천점,강원특별자치도 춘천시 석사동 654-7,265127.103343028,484308.861258638,2010-10-29,38.7
7763,라이브카페,젠틀맨,강원특별자치도 춘천시 후평동 67-52,265619.732215502,486236.566344261,2010-11-01,154.67
7764,한식,맛있으면돼지,강원특별자치도 춘천시 퇴계동 946-5,264719.355458117,484555.929793332,2005-04-06,46.8
7765,호프/통닭,땡촌닭발,강원특별자치도 춘천시 후평동 711-29 (1층) 1동,265449.602980277,487178.266489971,2005-04-11,40.0
7766,기타,미가득,강원특별자치도 춘천시 우두동 1053-10,263931.773870305,488874.01140897,2005-04-11,116.55
7767,중국식,대박탕수육,강원특별자치도 춘천시 효자동 751-18,265048.209014921,486531.157340417,2010-11-24,87.0
7768,한식,올레흑돈,강원특별자치도 춘천시 퇴계동 1077,264308.333664733,484717.662746705,2010-11-24,189.41
7769,기타,풍류365,강원특별자치도 춘천시 온의동 148-1 외29필지(풍물시장) 11동 73호,263201.527430602,485129.434123082,2010-11-25,16.0
7770,정종/대포집/소주방,타프로스터스,강원특별자치도 춘천시 효자동 625-10,265363.498637536,485946.244802767,2010-11-25,125.14
7771,탕류(보신용),모이새영양탕,강원특별자치도 춘천시 온의동 148-1 외29필지 춘천풍물상가 12동 95호,263201.527430602,485129.434123082,2010-11-26,16.2
7772,식육(숯불구이),호남식당원조1호닭갈비막국수,강원특별자치도 춘천시 근화동 160-4,263105.468529745,487248.41163292,2011-07-18,96.9
7773,한식,봉덕칼국수,강원특별자치도 춘천시 동면 월곡리 439,269585.646015234,491868.342203685,2011-07-18,282.44
7774,한식,부안아구찜,강원특별자치도 춘천시 후평동 417,265866.506062347,486851.413171234,2005-05-04,43.78
7775,한식,함바집,강원특별자치도 춘천시 퇴계동 79,264855.838698284,483301.263496797,2005-05-06,30.5
7776,한식,후평1번지닭갈비,강원특별자치도 춘천시 후평동 25,266120.470828552,485927.629589119,2005-05-10,428.04
7777,탕류(보신용),남원본가맛추어탕,강원특별자치도 춘천시 사농동 76-7,263623.709292847,489469.785317537,2005-05-11,302.82
7778,식육(숯불구이),사대부족발,강원특별자치도 춘천시 운교동 142-9,264484.770050261,486253.254315027,2006-01-23,14.76
7779,한식,대흥가밥이랑,강원특별자치도 춘천시 남산면 광판리 591-177,262170.688732422,470162.515160378,2006-01-26,106.0
7780,식육(숯불구이),대룡산약초백숙,강원특별자치도 춘천시 동내면 고은리 35-17,269628.815733575,482674.17635288,2003-09-17,65.25
7781,한식,풍천숯불갈비,강원특별자치도 춘천시 동내면 거두리 952-8,266253.677292906,483539.320936987,2003-09-18,108.6
7782,호프/통닭,투다리거두부영점,강원특별자치도 춘천시 동내면 거두리 956-3,266275.501783423,483692.045481648,2003-09-19,27.5
7783,한식,춘천맛집 종로1973,강원특별자치도 춘천시 동내면 거두리 966-1,266359.510543462,483714.332894243,2003-09-24,100.28
7784,한식,가마치통닭한림대점,강원특별자치도 춘천시 후평동 846-1,265151.407614774,487090.244872268,2003-09-26,113.16
7785,한식,민가생삼겹,강원특별자치도 춘천시 온의동 173,263370.168774927,484798.925744489,2003-09-27,46.2
7786,호프/통닭,타박네,강원특별자치도 춘천시 후평동 854-4 1동,265264.129700241,487060.78347607,2003-09-30,94.77
7787,탕류(보신용),효자골영양탕,강원특별자치도 춘천시 석사동 836-6,265649.717930152,483714.778782153,2003-09-30,103.44
7788,통닭(치킨),또래오래춘천강북점,강원특별자치도 춘천시 우두동 1082 강변코아루아파트,264752.574370268,488537.22317777,2008-10-10,35.91
7789,식육(숯불구이),먹쇠,강원특별자치도 춘천시 퇴계동 901-7,263746.952251508,484406.288396994,2008-10-10,75.52
7790,호프/통닭,제이,강원특별자치도 춘천시 석사동 913-9 (1층),265977.82168592,483278.259615293,2008-10-14,76.22
7791,중국식,일박이일,강원특별자치도 춘천시 효자동 483-10,264471.726735232,485936.810303417,2008-10-15,50.89
7792,정종/대포집/소주방,구라주점,강원특별자치도 춘천시 석사동 735-16 (2층),266171.22,485149.935,2008-10-15,58.0
7793,식육(숯불구이),연희네감자탕,강원특별자치도 춘천시 후평동 818-9,266395.370275897,486057.150340448,2008-10-15,83.36
7794,식육(숯불구이),돈아돈아숯불구이,강원특별자치도 춘천시 온의동 29-3,263022.696768823,485280.150631317,2008-10-16,15.88
7795,한식,홍천강다슬기해장국,강원특별자치도 춘천시 삼천동 37-32,262098.529326076,485414.886137956,2008-10-16,80.0
7796,한식,티하우스1식당,강원특별자치도 춘천시 남산면 수동리 산 192,259416.598790281,474123.09682255,2011-08-29,110.84
7797,한식,티하우스2식당,강원특별자치도 춘천시 남산면 수동리 산 192 외 203필지,259416.598790281,474123.09682255,2011-08-29,107.0
7798,한식,티하우스3식당,강원특별자치도 춘천시 남산면 수동리 산 192 외 203필지,259416.598790281,474123.09682255,2011-08-29,103.51
7799,식육(숯불구이),곤지암할매소머리국밥,강원특별자치도 춘천시 퇴계동 872-6 (1층),263489.797008079,484721.053470467,2011-08-31,103.2
7800,한식,클럽하우스대식당,강원특별자치도 춘천시 남산면 수동리 산 192 외203필지 (2층),259416.598790281,474123.09682255,2011-09-01,1689.5
7801,한식,시골길낙지볶음,강원특별자치도 춘천시 퇴계동 630-8,263485.4265931,484838.098262789,2011-09-02,158.9
7802,한식,춘천본가닭갈비,강원특별자치도 춘천시 조양동 144-1,263920.738482028,486513.043991906,2011-09-07,111.6
7803,한식,대구아구찜,강원특별자치도 춘천시 후평동 683-14,265442.397464973,486661.405443846,2003-02-11,58.26
7804,한식,도원뚝배기짬뽕,강원특별자치도 춘천시 효자동 709-13 2동1층,264433.224646455,485118.073182246,2008-01-03,80.09
7805,통닭(치킨),네네치킨(교동후평점),강원특별자치도 춘천시 교동 160-6,265029.047298805,486798.14228736,2008-01-07,50.01
7806,호프/통닭,로즈,강원특별자치도 춘천시 석사동 949-2 (1층),266038.694661628,483123.305837353,2008-01-10,113.5
7807,분식,친구친구,강원특별자치도 춘천시 효자동 150-15 외 1필지,264584.090320946,485778.380277539,2008-01-14,92.4
7808,한식,거두촌두부,강원특별자치도 춘천시 신북읍 율문리 285-11,265622.975450787,491680.79886934,2006-04-19,141.12
7809,한식,대성식당,강원특별자치도 춘천시 근화동 719,263007.838983948,486104.136526925,2006-04-21,93.0
7810,한식,씨씨알비어,강원특별자치도 춘천시 동내면 거두리 954-10,266279.713217357,483569.93463049,2006-04-26,95.45
7811,통닭(치킨),굽네치킨애막골후평점,강원특별자치도 춘천시 후평동 832-8,266122.209322887,485985.328559581,2007-03-26,75.6
7812,한식,옥골막국수,강원특별자치도 춘천시 동면 지내리 67-1,269224.909633532,490823.469000522,1994-06-24,102.96
7813,한식,대추나무막국수,강원특별자치도 춘천시 동면 감정리 530,269271.625643383,488685.812026964,1994-07-08,0.0
7814,한식,세월교푸줏간,강원특별자치도 춘천시 동면 월곡리 439,269585.646015234,491868.342203685,1994-06-22,79.2
7815,김밥(도시락),한솥도시락한림대앞점,강원특별자치도 춘천시 교동 158-1,264880.92461185,487000.4027396,1994-02-01,24.0
7816,한식,춘천별미닭갈비,강원특별자치도 춘천시 후평동 848-1,265313.794120387,487047.096158223,1995-02-14,56.0
